,notebook,replicate,fitness-advantage,generation,prevalence,annotation
0,gene-selection-inference,5,0.0,0,0,3
1,gene-selection-inference,5,0.0,1,0,4
2,gene-selection-inference,5,0.0,2,0,4
3,gene-selection-inference,5,0.0,3,0,4
4,gene-selection-inference,5,0.0,4,0,4
5,gene-selection-inference,5,0.0,5,0,4
6,gene-selection-inference,5,0.0,6,0,3
7,gene-selection-inference,5,0.0,7,0,4
8,gene-selection-inference,5,0.0,8,0,4
9,gene-selection-inference,5,0.0,9,0,4
10,gene-selection-inference,5,0.0,10,0,4
11,gene-selection-inference,5,0.0,11,0,5
12,gene-selection-inference,5,0.0,12,0,1
13,gene-selection-inference,5,0.0,13,0,1
14,gene-selection-inference,5,0.0,14,0,1
15,gene-selection-inference,5,0.0,15,0,1
16,gene-selection-inference,5,0.0,16,0,1
17,gene-selection-inference,5,0.0,17,0,1
18,gene-selection-inference,5,0.0,18,0,1
19,gene-selection-inference,5,0.0,19,0,1
20,gene-selection-inference,5,0.0,20,0,1
21,gene-selection-inference,5,0.0,21,0,1
22,gene-selection-inference,5,0.0,22,0,1
23,gene-selection-inference,5,0.0,23,0,1
24,gene-selection-inference,5,0.0,24,0,1
25,gene-selection-inference,5,0.0,25,0,1
26,gene-selection-inference,5,0.0,26,0,1
27,gene-selection-inference,5,0.0,27,0,2
28,gene-selection-inference,5,0.0,28,0,1
29,gene-selection-inference,5,0.0,29,0,2
30,gene-selection-inference,5,0.0,30,0,2
31,gene-selection-inference,5,0.0,31,0,2
32,gene-selection-inference,5,0.0,32,0,2
33,gene-selection-inference,5,0.0,33,0,3
34,gene-selection-inference,5,0.0,34,0,3
35,gene-selection-inference,5,0.0,35,0,4
36,gene-selection-inference,5,0.0,36,0,4
37,gene-selection-inference,5,0.0,37,0,3
38,gene-selection-inference,5,0.0,38,0,5
39,gene-selection-inference,5,0.0,39,0,5
40,gene-selection-inference,5,0.0,40,0,5
41,gene-selection-inference,5,0.0,41,0,5
42,gene-selection-inference,5,0.0,42,0,3
43,gene-selection-inference,5,0.0,43,0,3
44,gene-selection-inference,5,0.0,44,0,3
45,gene-selection-inference,5,0.0,45,0,4
46,gene-selection-inference,5,0.0,46,0,4
47,gene-selection-inference,5,0.0,47,0,4
48,gene-selection-inference,5,0.0,48,0,2
49,gene-selection-inference,5,0.0,49,0,2
50,gene-selection-inference,5,0.0,50,0,2
51,gene-selection-inference,5,0.0,51,1,2
52,gene-selection-inference,5,0.0,52,1,2
53,gene-selection-inference,5,0.0,53,1,2
54,gene-selection-inference,5,0.0,54,1,2
55,gene-selection-inference,5,0.0,55,1,2
56,gene-selection-inference,5,0.0,56,1,2
57,gene-selection-inference,5,0.0,57,1,2
58,gene-selection-inference,5,0.0,58,1,2
59,gene-selection-inference,5,0.0,59,5,3
60,gene-selection-inference,5,0.0,60,3,1
61,gene-selection-inference,5,0.0,61,2,3
62,gene-selection-inference,5,0.0,62,3,3
63,gene-selection-inference,5,0.0,63,4,3
64,gene-selection-inference,5,0.0,64,1,3
65,gene-selection-inference,5,0.0,65,1,4
66,gene-selection-inference,5,0.0,66,1,7
67,gene-selection-inference,5,0.0,67,1,8
68,gene-selection-inference,5,0.0,68,1,7
69,gene-selection-inference,5,0.0,69,1,5
70,gene-selection-inference,5,0.0,70,1,5
71,gene-selection-inference,5,0.0,71,1,6
72,gene-selection-inference,5,0.0,72,1,5
73,gene-selection-inference,5,0.0,73,1,6
74,gene-selection-inference,5,0.0,74,1,6
75,gene-selection-inference,5,0.0,75,1,7
76,gene-selection-inference,5,0.0,76,1,2
77,gene-selection-inference,5,0.0,77,1,2
78,gene-selection-inference,5,0.0,78,2,2
79,gene-selection-inference,5,0.0,79,1,2
80,gene-selection-inference,5,0.0,80,1,2
81,gene-selection-inference,5,0.0,81,1,2
82,gene-selection-inference,5,0.0,82,2,1
83,gene-selection-inference,5,0.0,83,6,1
84,gene-selection-inference,5,0.0,84,3,1
85,gene-selection-inference,5,0.0,85,2,1
86,gene-selection-inference,5,0.0,86,1,1
87,gene-selection-inference,5,0.0,87,1,1
88,gene-selection-inference,5,0.0,88,1,1
89,gene-selection-inference,5,0.0,89,1,1
90,gene-selection-inference,5,0.0,90,1,2
91,gene-selection-inference,5,0.0,91,1,3
92,gene-selection-inference,5,0.0,92,1,3
93,gene-selection-inference,5,0.0,93,3,3
94,gene-selection-inference,5,0.0,94,2,2
95,gene-selection-inference,5,0.0,95,4,2
96,gene-selection-inference,5,0.0,96,1,2
97,gene-selection-inference,5,0.0,97,1,2
98,gene-selection-inference,5,0.0,98,1,2
99,gene-selection-inference,5,0.0,99,1,2
100,gene-selection-inference,5,0.0,100,1,3
101,gene-selection-inference,5,0.0,101,1,4
102,gene-selection-inference,5,0.0,102,1,4
103,gene-selection-inference,5,0.0,103,1,5
104,gene-selection-inference,5,0.0,104,1,6
105,gene-selection-inference,5,0.0,105,1,6
106,gene-selection-inference,5,0.0,106,1,4
107,gene-selection-inference,5,0.0,107,1,4
108,gene-selection-inference,5,0.0,108,1,5
109,gene-selection-inference,5,0.0,109,1,5
110,gene-selection-inference,5,0.0,110,1,7
111,gene-selection-inference,5,0.0,111,1,7
112,gene-selection-inference,5,0.0,112,5,8
113,gene-selection-inference,5,0.0,113,10,9
114,gene-selection-inference,5,0.0,114,10,8
115,gene-selection-inference,5,0.0,115,7,7
116,gene-selection-inference,5,0.0,116,9,8
117,gene-selection-inference,5,0.0,117,7,7
118,gene-selection-inference,5,0.0,118,5,12
119,gene-selection-inference,5,0.0,119,8,8
120,gene-selection-inference,5,0.0,120,9,10
121,gene-selection-inference,5,0.0,121,8,13
122,gene-selection-inference,5,0.0,122,10,14
123,gene-selection-inference,5,0.0,123,5,9
124,gene-selection-inference,5,0.0,124,4,9
125,gene-selection-inference,5,0.0,125,1,9
126,gene-selection-inference,5,0.0,126,2,16
127,gene-selection-inference,5,0.0,127,2,15
128,gene-selection-inference,5,0.0,128,4,10
129,gene-selection-inference,5,0.0,129,1,11
130,gene-selection-inference,5,0.0,130,1,11
131,gene-selection-inference,5,0.0,131,1,11
132,gene-selection-inference,5,0.0,132,1,8
133,gene-selection-inference,5,0.0,133,4,7
134,gene-selection-inference,5,0.0,134,2,1
135,gene-selection-inference,5,0.0,135,4,1
136,gene-selection-inference,5,0.0,136,5,1
137,gene-selection-inference,5,0.0,137,2,1
138,gene-selection-inference,5,0.0,138,1,1
139,gene-selection-inference,5,0.0,139,1,1
140,gene-selection-inference,5,0.0,140,1,1
141,gene-selection-inference,5,0.0,141,3,1
142,gene-selection-inference,5,0.0,142,5,1
143,gene-selection-inference,5,0.0,143,4,1
144,gene-selection-inference,5,0.0,144,1,1
145,gene-selection-inference,5,0.0,145,2,1
146,gene-selection-inference,5,0.0,146,1,1
147,gene-selection-inference,5,0.0,147,2,1
148,gene-selection-inference,5,0.0,148,1,1
149,gene-selection-inference,5,0.0,149,1,1
150,gene-selection-inference,5,0.0,150,1,1
151,gene-selection-inference,5,0.0,151,1,1
152,gene-selection-inference,5,0.0,152,1,1
153,gene-selection-inference,5,0.0,153,1,1
154,gene-selection-inference,5,0.0,154,1,1
155,gene-selection-inference,5,0.0,155,1,1
