,notebook,replicate,fitness-advantage,generation,prevalence,annotation
0,gene-selection-inference,3,1.0,0,0,2
1,gene-selection-inference,3,1.0,1,0,2
2,gene-selection-inference,3,1.0,2,0,2
3,gene-selection-inference,3,1.0,3,0,2
4,gene-selection-inference,3,1.0,4,0,2
5,gene-selection-inference,3,1.0,5,0,2
6,gene-selection-inference,3,1.0,6,0,2
7,gene-selection-inference,3,1.0,7,0,2
8,gene-selection-inference,3,1.0,8,0,2
9,gene-selection-inference,3,1.0,9,0,2
10,gene-selection-inference,3,1.0,10,0,3
11,gene-selection-inference,3,1.0,11,0,4
12,gene-selection-inference,3,1.0,12,0,1
13,gene-selection-inference,3,1.0,13,0,1
14,gene-selection-inference,3,1.0,14,0,1
15,gene-selection-inference,3,1.0,15,0,1
16,gene-selection-inference,3,1.0,16,0,1
17,gene-selection-inference,3,1.0,17,0,1
18,gene-selection-inference,3,1.0,18,0,1
19,gene-selection-inference,3,1.0,19,0,1
20,gene-selection-inference,3,1.0,20,0,1
21,gene-selection-inference,3,1.0,21,0,1
22,gene-selection-inference,3,1.0,22,0,1
23,gene-selection-inference,3,1.0,23,0,1
24,gene-selection-inference,3,1.0,24,0,1
25,gene-selection-inference,3,1.0,25,0,1
26,gene-selection-inference,3,1.0,26,0,1
27,gene-selection-inference,3,1.0,27,0,1
28,gene-selection-inference,3,1.0,28,0,1
29,gene-selection-inference,3,1.0,29,0,1
30,gene-selection-inference,3,1.0,30,0,1
31,gene-selection-inference,3,1.0,31,0,2
32,gene-selection-inference,3,1.0,32,0,3
33,gene-selection-inference,3,1.0,33,0,2
34,gene-selection-inference,3,1.0,34,0,2
35,gene-selection-inference,3,1.0,35,0,3
36,gene-selection-inference,3,1.0,36,0,4
37,gene-selection-inference,3,1.0,37,0,4
38,gene-selection-inference,3,1.0,38,0,5
39,gene-selection-inference,3,1.0,39,0,8
40,gene-selection-inference,3,1.0,40,0,10
41,gene-selection-inference,3,1.0,41,0,8
42,gene-selection-inference,3,1.0,42,0,11
43,gene-selection-inference,3,1.0,43,0,16
44,gene-selection-inference,3,1.0,44,0,29
45,gene-selection-inference,3,1.0,45,0,34
46,gene-selection-inference,3,1.0,46,0,45
47,gene-selection-inference,3,1.0,47,0,55
48,gene-selection-inference,3,1.0,48,0,59
49,gene-selection-inference,3,1.0,49,0,63
50,gene-selection-inference,3,1.0,50,0,64
51,gene-selection-inference,3,1.0,51,1,63
52,gene-selection-inference,3,1.0,52,3,63
53,gene-selection-inference,3,1.0,53,3,64
54,gene-selection-inference,3,1.0,54,8,63
55,gene-selection-inference,3,1.0,55,9,63
56,gene-selection-inference,3,1.0,56,16,58
57,gene-selection-inference,3,1.0,57,28,16
58,gene-selection-inference,3,1.0,58,50,15
59,gene-selection-inference,3,1.0,59,89,18
60,gene-selection-inference,3,1.0,60,155,8
61,gene-selection-inference,3,1.0,61,244,8
62,gene-selection-inference,3,1.0,62,343,5
63,gene-selection-inference,3,1.0,63,389,8
64,gene-selection-inference,3,1.0,64,400,9
65,gene-selection-inference,3,1.0,65,400,7
66,gene-selection-inference,3,1.0,66,400,10
67,gene-selection-inference,3,1.0,67,400,13
68,gene-selection-inference,3,1.0,68,400,4
69,gene-selection-inference,3,1.0,69,400,4
70,gene-selection-inference,3,1.0,70,400,3
71,gene-selection-inference,3,1.0,71,400,4
72,gene-selection-inference,3,1.0,72,400,1
73,gene-selection-inference,3,1.0,73,400,1
74,gene-selection-inference,3,1.0,74,400,1
75,gene-selection-inference,3,1.0,75,400,1
76,gene-selection-inference,3,1.0,76,400,1
77,gene-selection-inference,3,1.0,77,400,1
78,gene-selection-inference,3,1.0,78,400,1
79,gene-selection-inference,3,1.0,79,400,1
80,gene-selection-inference,3,1.0,80,400,1
81,gene-selection-inference,3,1.0,81,400,1
82,gene-selection-inference,3,1.0,82,400,1
83,gene-selection-inference,3,1.0,83,400,1
84,gene-selection-inference,3,1.0,84,400,1
85,gene-selection-inference,3,1.0,85,400,1
86,gene-selection-inference,3,1.0,86,400,1
87,gene-selection-inference,3,1.0,87,400,1
88,gene-selection-inference,3,1.0,88,400,1
