,notebook,replicate,fitness-advantage,generation,prevalence,annotation
0,gene-selection-inference,0,0.0,0,0,1
1,gene-selection-inference,0,0.0,1,0,3
2,gene-selection-inference,0,0.0,2,0,3
3,gene-selection-inference,0,0.0,3,0,2
4,gene-selection-inference,0,0.0,4,0,2
5,gene-selection-inference,0,0.0,5,0,3
6,gene-selection-inference,0,0.0,6,0,3
7,gene-selection-inference,0,0.0,7,0,3
8,gene-selection-inference,0,0.0,8,0,4
9,gene-selection-inference,0,0.0,9,0,4
10,gene-selection-inference,0,0.0,10,0,4
11,gene-selection-inference,0,0.0,11,0,5
12,gene-selection-inference,0,0.0,12,0,5
13,gene-selection-inference,0,0.0,13,0,8
14,gene-selection-inference,0,0.0,14,0,9
15,gene-selection-inference,0,0.0,15,0,10
16,gene-selection-inference,0,0.0,16,0,8
17,gene-selection-inference,0,0.0,17,0,8
18,gene-selection-inference,0,0.0,18,0,11
19,gene-selection-inference,0,0.0,19,0,11
20,gene-selection-inference,0,0.0,20,0,9
21,gene-selection-inference,0,0.0,21,0,8
22,gene-selection-inference,0,0.0,22,0,8
23,gene-selection-inference,0,0.0,23,0,4
24,gene-selection-inference,0,0.0,24,0,3
25,gene-selection-inference,0,0.0,25,0,2
26,gene-selection-inference,0,0.0,26,0,1
27,gene-selection-inference,0,0.0,27,0,1
28,gene-selection-inference,0,0.0,28,0,1
29,gene-selection-inference,0,0.0,29,0,1
30,gene-selection-inference,0,0.0,30,0,1
31,gene-selection-inference,0,0.0,31,0,1
32,gene-selection-inference,0,0.0,32,0,1
33,gene-selection-inference,0,0.0,33,0,1
34,gene-selection-inference,0,0.0,34,0,1
35,gene-selection-inference,0,0.0,35,0,1
36,gene-selection-inference,0,0.0,36,0,1
37,gene-selection-inference,0,0.0,37,0,1
38,gene-selection-inference,0,0.0,38,0,1
39,gene-selection-inference,0,0.0,39,0,1
40,gene-selection-inference,0,0.0,40,0,1
41,gene-selection-inference,0,0.0,41,0,1
42,gene-selection-inference,0,0.0,42,0,1
43,gene-selection-inference,0,0.0,43,0,1
44,gene-selection-inference,0,0.0,44,0,2
45,gene-selection-inference,0,0.0,45,0,2
46,gene-selection-inference,0,0.0,46,0,2
47,gene-selection-inference,0,0.0,47,0,2
48,gene-selection-inference,0,0.0,48,0,2
49,gene-selection-inference,0,0.0,49,0,2
50,gene-selection-inference,0,0.0,50,0,2
51,gene-selection-inference,0,0.0,51,1,2
52,gene-selection-inference,0,0.0,52,1,3
53,gene-selection-inference,0,0.0,53,1,3
54,gene-selection-inference,0,0.0,54,1,3
55,gene-selection-inference,0,0.0,55,1,3
56,gene-selection-inference,0,0.0,56,1,3
57,gene-selection-inference,0,0.0,57,1,3
58,gene-selection-inference,0,0.0,58,1,2
59,gene-selection-inference,0,0.0,59,1,1
60,gene-selection-inference,0,0.0,60,1,2
61,gene-selection-inference,0,0.0,61,1,1
62,gene-selection-inference,0,0.0,62,1,1
63,gene-selection-inference,0,0.0,63,1,1
64,gene-selection-inference,0,0.0,64,1,1
65,gene-selection-inference,0,0.0,65,1,1
66,gene-selection-inference,0,0.0,66,1,1
67,gene-selection-inference,0,0.0,67,1,1
68,gene-selection-inference,0,0.0,68,1,2
69,gene-selection-inference,0,0.0,69,1,2
70,gene-selection-inference,0,0.0,70,1,3
71,gene-selection-inference,0,0.0,71,1,3
72,gene-selection-inference,0,0.0,72,1,4
73,gene-selection-inference,0,0.0,73,1,5
74,gene-selection-inference,0,0.0,74,2,3
75,gene-selection-inference,0,0.0,75,1,5
76,gene-selection-inference,0,0.0,76,2,4
77,gene-selection-inference,0,0.0,77,1,4
78,gene-selection-inference,0,0.0,78,1,4
79,gene-selection-inference,0,0.0,79,1,4
80,gene-selection-inference,0,0.0,80,1,3
81,gene-selection-inference,0,0.0,81,1,4
82,gene-selection-inference,0,0.0,82,1,4
83,gene-selection-inference,0,0.0,83,1,3
84,gene-selection-inference,0,0.0,84,1,3
85,gene-selection-inference,0,0.0,85,1,2
86,gene-selection-inference,0,0.0,86,1,3
87,gene-selection-inference,0,0.0,87,2,3
88,gene-selection-inference,0,0.0,88,2,3
89,gene-selection-inference,0,0.0,89,1,3
90,gene-selection-inference,0,0.0,90,1,4
91,gene-selection-inference,0,0.0,91,1,3
92,gene-selection-inference,0,0.0,92,1,3
93,gene-selection-inference,0,0.0,93,1,3
94,gene-selection-inference,0,0.0,94,1,1
95,gene-selection-inference,0,0.0,95,1,1
96,gene-selection-inference,0,0.0,96,1,1
97,gene-selection-inference,0,0.0,97,1,1
98,gene-selection-inference,0,0.0,98,2,1
99,gene-selection-inference,0,0.0,99,1,1
100,gene-selection-inference,0,0.0,100,1,1
101,gene-selection-inference,0,0.0,101,1,1
102,gene-selection-inference,0,0.0,102,2,1
103,gene-selection-inference,0,0.0,103,1,1
