,notebook,replicate,fitness-advantage,generation,prevalence,annotation
0,gene-selection-inference,2,0.1,0,0,4
1,gene-selection-inference,2,0.1,1,0,5
2,gene-selection-inference,2,0.1,2,0,5
3,gene-selection-inference,2,0.1,3,0,5
4,gene-selection-inference,2,0.1,4,0,4
5,gene-selection-inference,2,0.1,5,0,5
6,gene-selection-inference,2,0.1,6,0,6
7,gene-selection-inference,2,0.1,7,0,5
8,gene-selection-inference,2,0.1,8,0,5
9,gene-selection-inference,2,0.1,9,0,5
10,gene-selection-inference,2,0.1,10,0,6
11,gene-selection-inference,2,0.1,11,0,7
12,gene-selection-inference,2,0.1,12,0,6
13,gene-selection-inference,2,0.1,13,0,2
14,gene-selection-inference,2,0.1,14,0,2
15,gene-selection-inference,2,0.1,15,0,2
16,gene-selection-inference,2,0.1,16,0,2
17,gene-selection-inference,2,0.1,17,0,6
18,gene-selection-inference,2,0.1,18,0,6
19,gene-selection-inference,2,0.1,19,0,6
20,gene-selection-inference,2,0.1,20,0,6
21,gene-selection-inference,2,0.1,21,0,7
22,gene-selection-inference,2,0.1,22,0,12
23,gene-selection-inference,2,0.1,23,0,11
24,gene-selection-inference,2,0.1,24,0,11
25,gene-selection-inference,2,0.1,25,0,12
26,gene-selection-inference,2,0.1,26,0,10
27,gene-selection-inference,2,0.1,27,0,8
28,gene-selection-inference,2,0.1,28,0,4
29,gene-selection-inference,2,0.1,29,0,4
30,gene-selection-inference,2,0.1,30,0,4
31,gene-selection-inference,2,0.1,31,0,4
32,gene-selection-inference,2,0.1,32,0,3
33,gene-selection-inference,2,0.1,33,0,3
34,gene-selection-inference,2,0.1,34,0,4
35,gene-selection-inference,2,0.1,35,0,4
36,gene-selection-inference,2,0.1,36,0,4
37,gene-selection-inference,2,0.1,37,0,4
38,gene-selection-inference,2,0.1,38,0,4
39,gene-selection-inference,2,0.1,39,0,5
40,gene-selection-inference,2,0.1,40,0,6
41,gene-selection-inference,2,0.1,41,0,4
42,gene-selection-inference,2,0.1,42,0,4
43,gene-selection-inference,2,0.1,43,0,7
44,gene-selection-inference,2,0.1,44,0,8
45,gene-selection-inference,2,0.1,45,0,7
46,gene-selection-inference,2,0.1,46,0,10
47,gene-selection-inference,2,0.1,47,0,4
48,gene-selection-inference,2,0.1,48,0,7
49,gene-selection-inference,2,0.1,49,0,7
50,gene-selection-inference,2,0.1,50,0,9
51,gene-selection-inference,2,0.1,51,1,13
52,gene-selection-inference,2,0.1,52,0,14
53,gene-selection-inference,2,0.1,53,1,17
54,gene-selection-inference,2,0.1,54,0,24
55,gene-selection-inference,2,0.1,55,1,27
56,gene-selection-inference,2,0.1,56,1,29
57,gene-selection-inference,2,0.1,57,2,38
58,gene-selection-inference,2,0.1,58,6,35
59,gene-selection-inference,2,0.1,59,8,32
60,gene-selection-inference,2,0.1,60,11,37
61,gene-selection-inference,2,0.1,61,19,17
62,gene-selection-inference,2,0.1,62,27,19
63,gene-selection-inference,2,0.1,63,37,16
64,gene-selection-inference,2,0.1,64,45,19
65,gene-selection-inference,2,0.1,65,53,18
66,gene-selection-inference,2,0.1,66,56,15
67,gene-selection-inference,2,0.1,67,65,5
68,gene-selection-inference,2,0.1,68,76,5
69,gene-selection-inference,2,0.1,69,94,5
70,gene-selection-inference,2,0.1,70,95,5
71,gene-selection-inference,2,0.1,71,118,7
72,gene-selection-inference,2,0.1,72,127,4
73,gene-selection-inference,2,0.1,73,144,4
74,gene-selection-inference,2,0.1,74,160,4
75,gene-selection-inference,2,0.1,75,161,4
76,gene-selection-inference,2,0.1,76,188,6
77,gene-selection-inference,2,0.1,77,213,5
78,gene-selection-inference,2,0.1,78,220,5
79,gene-selection-inference,2,0.1,79,237,6
80,gene-selection-inference,2,0.1,80,277,5
81,gene-selection-inference,2,0.1,81,279,5
82,gene-selection-inference,2,0.1,82,311,4
83,gene-selection-inference,2,0.1,83,326,3
84,gene-selection-inference,2,0.1,84,336,3
85,gene-selection-inference,2,0.1,85,348,3
86,gene-selection-inference,2,0.1,86,358,2
87,gene-selection-inference,2,0.1,87,368,2
88,gene-selection-inference,2,0.1,88,369,1
89,gene-selection-inference,2,0.1,89,373,1
90,gene-selection-inference,2,0.1,90,378,1
91,gene-selection-inference,2,0.1,91,384,2
92,gene-selection-inference,2,0.1,92,377,3
93,gene-selection-inference,2,0.1,93,386,3
94,gene-selection-inference,2,0.1,94,390,3
95,gene-selection-inference,2,0.1,95,392,6
96,gene-selection-inference,2,0.1,96,393,6
97,gene-selection-inference,2,0.1,97,388,5
98,gene-selection-inference,2,0.1,98,390,6
99,gene-selection-inference,2,0.1,99,391,7
100,gene-selection-inference,2,0.1,100,398,6
101,gene-selection-inference,2,0.1,101,399,5
102,gene-selection-inference,2,0.1,102,397,6
103,gene-selection-inference,2,0.1,103,397,7
104,gene-selection-inference,2,0.1,104,398,11
105,gene-selection-inference,2,0.1,105,396,12
106,gene-selection-inference,2,0.1,106,397,3
107,gene-selection-inference,2,0.1,107,399,3
108,gene-selection-inference,2,0.1,108,400,3
109,gene-selection-inference,2,0.1,109,400,3
110,gene-selection-inference,2,0.1,110,400,3
111,gene-selection-inference,2,0.1,111,400,3
112,gene-selection-inference,2,0.1,112,400,3
113,gene-selection-inference,2,0.1,113,400,2
114,gene-selection-inference,2,0.1,114,400,2
115,gene-selection-inference,2,0.1,115,400,2
116,gene-selection-inference,2,0.1,116,400,2
117,gene-selection-inference,2,0.1,117,400,2
118,gene-selection-inference,2,0.1,118,400,2
119,gene-selection-inference,2,0.1,119,400,2
120,gene-selection-inference,2,0.1,120,400,2
121,gene-selection-inference,2,0.1,121,400,2
122,gene-selection-inference,2,0.1,122,400,2
123,gene-selection-inference,2,0.1,123,400,2
124,gene-selection-inference,2,0.1,124,400,1
125,gene-selection-inference,2,0.1,125,400,1
126,gene-selection-inference,2,0.1,126,400,1
127,gene-selection-inference,2,0.1,127,400,1
128,gene-selection-inference,2,0.1,128,400,1
129,gene-selection-inference,2,0.1,129,400,1
130,gene-selection-inference,2,0.1,130,400,1
131,gene-selection-inference,2,0.1,131,400,1
132,gene-selection-inference,2,0.1,132,400,1
133,gene-selection-inference,2,0.1,133,400,1
134,gene-selection-inference,2,0.1,134,400,1
135,gene-selection-inference,2,0.1,135,400,1
136,gene-selection-inference,2,0.1,136,400,1
137,gene-selection-inference,2,0.1,137,400,1
138,gene-selection-inference,2,0.1,138,400,1
139,gene-selection-inference,2,0.1,139,400,2
140,gene-selection-inference,2,0.1,140,400,2
141,gene-selection-inference,2,0.1,141,400,2
142,gene-selection-inference,2,0.1,142,400,2
143,gene-selection-inference,2,0.1,143,400,3
144,gene-selection-inference,2,0.1,144,400,3
145,gene-selection-inference,2,0.1,145,400,2
146,gene-selection-inference,2,0.1,146,400,2
147,gene-selection-inference,2,0.1,147,400,2
148,gene-selection-inference,2,0.1,148,400,1
149,gene-selection-inference,2,0.1,149,400,2
150,gene-selection-inference,2,0.1,150,400,2
151,gene-selection-inference,2,0.1,151,400,2
152,gene-selection-inference,2,0.1,152,400,2
153,gene-selection-inference,2,0.1,153,400,2
154,gene-selection-inference,2,0.1,154,400,1
155,gene-selection-inference,2,0.1,155,400,1
156,gene-selection-inference,2,0.1,156,400,1
157,gene-selection-inference,2,0.1,157,400,1
158,gene-selection-inference,2,0.1,158,400,1
159,gene-selection-inference,2,0.1,159,400,1
160,gene-selection-inference,2,0.1,160,400,1
161,gene-selection-inference,2,0.1,161,400,1
162,gene-selection-inference,2,0.1,162,400,1
