,notebook,replicate,fitness-advantage,generation,prevalence,annotation
0,gene-selection-inference,3,0.1,0,0,3
1,gene-selection-inference,3,0.1,1,0,3
2,gene-selection-inference,3,0.1,2,0,3
3,gene-selection-inference,3,0.1,3,0,3
4,gene-selection-inference,3,0.1,4,0,2
5,gene-selection-inference,3,0.1,5,0,2
6,gene-selection-inference,3,0.1,6,0,3
7,gene-selection-inference,3,0.1,7,0,3
8,gene-selection-inference,3,0.1,8,0,4
9,gene-selection-inference,3,0.1,9,0,5
10,gene-selection-inference,3,0.1,10,0,7
11,gene-selection-inference,3,0.1,11,0,6
12,gene-selection-inference,3,0.1,12,0,5
13,gene-selection-inference,3,0.1,13,0,5
14,gene-selection-inference,3,0.1,14,0,5
15,gene-selection-inference,3,0.1,15,0,7
16,gene-selection-inference,3,0.1,16,0,7
17,gene-selection-inference,3,0.1,17,0,8
18,gene-selection-inference,3,0.1,18,0,8
19,gene-selection-inference,3,0.1,19,0,9
20,gene-selection-inference,3,0.1,20,0,7
21,gene-selection-inference,3,0.1,21,0,10
22,gene-selection-inference,3,0.1,22,0,11
23,gene-selection-inference,3,0.1,23,0,13
24,gene-selection-inference,3,0.1,24,0,11
25,gene-selection-inference,3,0.1,25,0,11
26,gene-selection-inference,3,0.1,26,0,9
27,gene-selection-inference,3,0.1,27,0,10
28,gene-selection-inference,3,0.1,28,0,10
29,gene-selection-inference,3,0.1,29,0,11
30,gene-selection-inference,3,0.1,30,0,6
31,gene-selection-inference,3,0.1,31,0,5
32,gene-selection-inference,3,0.1,32,0,4
33,gene-selection-inference,3,0.1,33,0,3
34,gene-selection-inference,3,0.1,34,0,3
35,gene-selection-inference,3,0.1,35,0,3
36,gene-selection-inference,3,0.1,36,0,3
37,gene-selection-inference,3,0.1,37,0,3
38,gene-selection-inference,3,0.1,38,0,1
39,gene-selection-inference,3,0.1,39,0,1
40,gene-selection-inference,3,0.1,40,0,1
41,gene-selection-inference,3,0.1,41,0,2
42,gene-selection-inference,3,0.1,42,0,2
43,gene-selection-inference,3,0.1,43,0,2
44,gene-selection-inference,3,0.1,44,0,3
45,gene-selection-inference,3,0.1,45,0,3
46,gene-selection-inference,3,0.1,46,0,4
47,gene-selection-inference,3,0.1,47,0,4
48,gene-selection-inference,3,0.1,48,0,4
49,gene-selection-inference,3,0.1,49,0,6
50,gene-selection-inference,3,0.1,50,0,7
51,gene-selection-inference,3,0.1,51,1,8
52,gene-selection-inference,3,0.1,52,2,7
53,gene-selection-inference,3,0.1,53,0,10
54,gene-selection-inference,3,0.1,54,1,10
55,gene-selection-inference,3,0.1,55,0,12
56,gene-selection-inference,3,0.1,56,1,2
57,gene-selection-inference,3,0.1,57,2,3
58,gene-selection-inference,3,0.1,58,2,4
59,gene-selection-inference,3,0.1,59,3,4
60,gene-selection-inference,3,0.1,60,1,6
61,gene-selection-inference,3,0.1,61,3,7
62,gene-selection-inference,3,0.1,62,3,8
63,gene-selection-inference,3,0.1,63,5,7
64,gene-selection-inference,3,0.1,64,8,7
65,gene-selection-inference,3,0.1,65,10,9
66,gene-selection-inference,3,0.1,66,8,15
67,gene-selection-inference,3,0.1,67,11,16
68,gene-selection-inference,3,0.1,68,7,18
69,gene-selection-inference,3,0.1,69,7,26
70,gene-selection-inference,3,0.1,70,9,26
71,gene-selection-inference,3,0.1,71,8,12
72,gene-selection-inference,3,0.1,72,9,8
73,gene-selection-inference,3,0.1,73,22,9
74,gene-selection-inference,3,0.1,74,24,12
75,gene-selection-inference,3,0.1,75,31,15
76,gene-selection-inference,3,0.1,76,27,16
77,gene-selection-inference,3,0.1,77,30,22
78,gene-selection-inference,3,0.1,78,31,20
79,gene-selection-inference,3,0.1,79,44,23
80,gene-selection-inference,3,0.1,80,42,22
81,gene-selection-inference,3,0.1,81,59,24
82,gene-selection-inference,3,0.1,82,81,32
83,gene-selection-inference,3,0.1,83,86,9
84,gene-selection-inference,3,0.1,84,101,9
85,gene-selection-inference,3,0.1,85,99,10
86,gene-selection-inference,3,0.1,86,115,9
87,gene-selection-inference,3,0.1,87,133,11
88,gene-selection-inference,3,0.1,88,130,11
89,gene-selection-inference,3,0.1,89,148,11
90,gene-selection-inference,3,0.1,90,179,1
91,gene-selection-inference,3,0.1,91,192,1
92,gene-selection-inference,3,0.1,92,215,1
93,gene-selection-inference,3,0.1,93,250,1
94,gene-selection-inference,3,0.1,94,279,1
95,gene-selection-inference,3,0.1,95,280,1
96,gene-selection-inference,3,0.1,96,300,1
97,gene-selection-inference,3,0.1,97,323,1
98,gene-selection-inference,3,0.1,98,315,1
99,gene-selection-inference,3,0.1,99,330,1
100,gene-selection-inference,3,0.1,100,351,1
101,gene-selection-inference,3,0.1,101,351,1
102,gene-selection-inference,3,0.1,102,369,1
103,gene-selection-inference,3,0.1,103,382,1
104,gene-selection-inference,3,0.1,104,385,1
105,gene-selection-inference,3,0.1,105,391,1
106,gene-selection-inference,3,0.1,106,392,1
107,gene-selection-inference,3,0.1,107,390,1
108,gene-selection-inference,3,0.1,108,385,2
109,gene-selection-inference,3,0.1,109,383,2
110,gene-selection-inference,3,0.1,110,383,2
111,gene-selection-inference,3,0.1,111,389,2
112,gene-selection-inference,3,0.1,112,393,2
113,gene-selection-inference,3,0.1,113,388,1
114,gene-selection-inference,3,0.1,114,391,1
115,gene-selection-inference,3,0.1,115,391,2
116,gene-selection-inference,3,0.1,116,400,2
117,gene-selection-inference,3,0.1,117,400,2
118,gene-selection-inference,3,0.1,118,400,3
119,gene-selection-inference,3,0.1,119,400,3
120,gene-selection-inference,3,0.1,120,400,4
121,gene-selection-inference,3,0.1,121,400,5
122,gene-selection-inference,3,0.1,122,400,5
123,gene-selection-inference,3,0.1,123,400,4
124,gene-selection-inference,3,0.1,124,400,6
125,gene-selection-inference,3,0.1,125,400,7
126,gene-selection-inference,3,0.1,126,400,7
127,gene-selection-inference,3,0.1,127,400,9
128,gene-selection-inference,3,0.1,128,400,6
129,gene-selection-inference,3,0.1,129,400,8
130,gene-selection-inference,3,0.1,130,400,1
131,gene-selection-inference,3,0.1,131,400,1
132,gene-selection-inference,3,0.1,132,400,1
133,gene-selection-inference,3,0.1,133,400,1
134,gene-selection-inference,3,0.1,134,400,1
135,gene-selection-inference,3,0.1,135,400,1
136,gene-selection-inference,3,0.1,136,400,1
137,gene-selection-inference,3,0.1,137,400,1
138,gene-selection-inference,3,0.1,138,400,2
139,gene-selection-inference,3,0.1,139,400,2
140,gene-selection-inference,3,0.1,140,400,4
141,gene-selection-inference,3,0.1,141,400,4
142,gene-selection-inference,3,0.1,142,400,5
143,gene-selection-inference,3,0.1,143,400,5
144,gene-selection-inference,3,0.1,144,400,6
145,gene-selection-inference,3,0.1,145,400,7
146,gene-selection-inference,3,0.1,146,400,8
147,gene-selection-inference,3,0.1,147,400,8
148,gene-selection-inference,3,0.1,148,400,6
149,gene-selection-inference,3,0.1,149,400,7
150,gene-selection-inference,3,0.1,150,400,8
151,gene-selection-inference,3,0.1,151,400,8
152,gene-selection-inference,3,0.1,152,400,6
153,gene-selection-inference,3,0.1,153,400,4
154,gene-selection-inference,3,0.1,154,400,4
155,gene-selection-inference,3,0.1,155,400,4
156,gene-selection-inference,3,0.1,156,400,4
157,gene-selection-inference,3,0.1,157,400,4
158,gene-selection-inference,3,0.1,158,400,4
159,gene-selection-inference,3,0.1,159,400,5
160,gene-selection-inference,3,0.1,160,400,5
161,gene-selection-inference,3,0.1,161,400,6
162,gene-selection-inference,3,0.1,162,400,3
163,gene-selection-inference,3,0.1,163,400,3
164,gene-selection-inference,3,0.1,164,400,3
165,gene-selection-inference,3,0.1,165,400,3
166,gene-selection-inference,3,0.1,166,400,1
167,gene-selection-inference,3,0.1,167,400,1
168,gene-selection-inference,3,0.1,168,400,2
169,gene-selection-inference,3,0.1,169,400,2
170,gene-selection-inference,3,0.1,170,400,2
171,gene-selection-inference,3,0.1,171,400,2
172,gene-selection-inference,3,0.1,172,400,2
173,gene-selection-inference,3,0.1,173,400,2
174,gene-selection-inference,3,0.1,174,400,1
175,gene-selection-inference,3,0.1,175,400,1
176,gene-selection-inference,3,0.1,176,400,1
177,gene-selection-inference,3,0.1,177,400,1
178,gene-selection-inference,3,0.1,178,400,1
179,gene-selection-inference,3,0.1,179,400,1
180,gene-selection-inference,3,0.1,180,400,1
181,gene-selection-inference,3,0.1,181,400,1
182,gene-selection-inference,3,0.1,182,400,1
183,gene-selection-inference,3,0.1,183,400,1
184,gene-selection-inference,3,0.1,184,400,1
185,gene-selection-inference,3,0.1,185,400,1
186,gene-selection-inference,3,0.1,186,400,1
187,gene-selection-inference,3,0.1,187,400,0
188,gene-selection-inference,3,0.1,188,400,0
189,gene-selection-inference,3,0.1,189,400,0
190,gene-selection-inference,3,0.1,190,400,0
191,gene-selection-inference,3,0.1,191,400,0
192,gene-selection-inference,3,0.1,192,400,0
193,gene-selection-inference,3,0.1,193,400,0
194,gene-selection-inference,3,0.1,194,400,0
195,gene-selection-inference,3,0.1,195,400,0
196,gene-selection-inference,3,0.1,196,400,0
197,gene-selection-inference,3,0.1,197,400,0
198,gene-selection-inference,3,0.1,198,400,0
199,gene-selection-inference,3,0.1,199,400,0
