,notebook,replicate,fitness-advantage,generation,prevalence,annotation
0,gene-selection-inference,5,1.0,0,0,3
1,gene-selection-inference,5,1.0,1,0,4
2,gene-selection-inference,5,1.0,2,0,4
3,gene-selection-inference,5,1.0,3,0,4
4,gene-selection-inference,5,1.0,4,0,4
5,gene-selection-inference,5,1.0,5,0,4
6,gene-selection-inference,5,1.0,6,0,3
7,gene-selection-inference,5,1.0,7,0,4
8,gene-selection-inference,5,1.0,8,0,4
9,gene-selection-inference,5,1.0,9,0,4
10,gene-selection-inference,5,1.0,10,0,4
11,gene-selection-inference,5,1.0,11,0,5
12,gene-selection-inference,5,1.0,12,0,1
13,gene-selection-inference,5,1.0,13,0,1
14,gene-selection-inference,5,1.0,14,0,1
15,gene-selection-inference,5,1.0,15,0,1
16,gene-selection-inference,5,1.0,16,0,1
17,gene-selection-inference,5,1.0,17,0,1
18,gene-selection-inference,5,1.0,18,0,1
19,gene-selection-inference,5,1.0,19,0,1
20,gene-selection-inference,5,1.0,20,0,1
21,gene-selection-inference,5,1.0,21,0,1
22,gene-selection-inference,5,1.0,22,0,1
23,gene-selection-inference,5,1.0,23,0,1
24,gene-selection-inference,5,1.0,24,0,1
25,gene-selection-inference,5,1.0,25,0,1
26,gene-selection-inference,5,1.0,26,0,1
27,gene-selection-inference,5,1.0,27,0,2
28,gene-selection-inference,5,1.0,28,0,1
29,gene-selection-inference,5,1.0,29,0,2
30,gene-selection-inference,5,1.0,30,0,2
31,gene-selection-inference,5,1.0,31,0,2
32,gene-selection-inference,5,1.0,32,0,2
33,gene-selection-inference,5,1.0,33,0,3
34,gene-selection-inference,5,1.0,34,0,3
35,gene-selection-inference,5,1.0,35,0,5
36,gene-selection-inference,5,1.0,36,0,5
37,gene-selection-inference,5,1.0,37,0,5
38,gene-selection-inference,5,1.0,38,0,7
39,gene-selection-inference,5,1.0,39,0,8
40,gene-selection-inference,5,1.0,40,0,8
41,gene-selection-inference,5,1.0,41,0,11
42,gene-selection-inference,5,1.0,42,0,9
43,gene-selection-inference,5,1.0,43,0,17
44,gene-selection-inference,5,1.0,44,0,21
45,gene-selection-inference,5,1.0,45,0,30
46,gene-selection-inference,5,1.0,46,0,45
47,gene-selection-inference,5,1.0,47,0,57
48,gene-selection-inference,5,1.0,48,0,60
49,gene-selection-inference,5,1.0,49,0,62
50,gene-selection-inference,5,1.0,50,0,63
51,gene-selection-inference,5,1.0,51,1,64
52,gene-selection-inference,5,1.0,52,0,63
53,gene-selection-inference,5,1.0,53,1,64
54,gene-selection-inference,5,1.0,54,4,64
55,gene-selection-inference,5,1.0,55,8,62
56,gene-selection-inference,5,1.0,56,19,39
57,gene-selection-inference,5,1.0,57,29,19
58,gene-selection-inference,5,1.0,58,59,1
59,gene-selection-inference,5,1.0,59,111,1
60,gene-selection-inference,5,1.0,60,179,1
61,gene-selection-inference,5,1.0,61,275,3
62,gene-selection-inference,5,1.0,62,360,3
63,gene-selection-inference,5,1.0,63,398,3
64,gene-selection-inference,5,1.0,64,400,3
65,gene-selection-inference,5,1.0,65,400,4
66,gene-selection-inference,5,1.0,66,400,7
67,gene-selection-inference,5,1.0,67,400,8
68,gene-selection-inference,5,1.0,68,400,7
69,gene-selection-inference,5,1.0,69,400,5
70,gene-selection-inference,5,1.0,70,400,5
71,gene-selection-inference,5,1.0,71,400,6
72,gene-selection-inference,5,1.0,72,400,5
73,gene-selection-inference,5,1.0,73,400,6
74,gene-selection-inference,5,1.0,74,400,6
75,gene-selection-inference,5,1.0,75,400,7
76,gene-selection-inference,5,1.0,76,400,2
77,gene-selection-inference,5,1.0,77,400,2
78,gene-selection-inference,5,1.0,78,400,2
79,gene-selection-inference,5,1.0,79,400,2
80,gene-selection-inference,5,1.0,80,400,2
81,gene-selection-inference,5,1.0,81,400,2
82,gene-selection-inference,5,1.0,82,400,1
83,gene-selection-inference,5,1.0,83,400,1
84,gene-selection-inference,5,1.0,84,400,1
85,gene-selection-inference,5,1.0,85,400,1
86,gene-selection-inference,5,1.0,86,400,1
87,gene-selection-inference,5,1.0,87,400,1
88,gene-selection-inference,5,1.0,88,400,1
89,gene-selection-inference,5,1.0,89,400,1
90,gene-selection-inference,5,1.0,90,400,2
91,gene-selection-inference,5,1.0,91,400,3
92,gene-selection-inference,5,1.0,92,400,3
93,gene-selection-inference,5,1.0,93,400,3
94,gene-selection-inference,5,1.0,94,400,2
95,gene-selection-inference,5,1.0,95,400,2
96,gene-selection-inference,5,1.0,96,400,2
97,gene-selection-inference,5,1.0,97,400,2
98,gene-selection-inference,5,1.0,98,400,2
99,gene-selection-inference,5,1.0,99,400,2
100,gene-selection-inference,5,1.0,100,400,3
101,gene-selection-inference,5,1.0,101,400,4
102,gene-selection-inference,5,1.0,102,400,4
103,gene-selection-inference,5,1.0,103,400,5
104,gene-selection-inference,5,1.0,104,400,6
105,gene-selection-inference,5,1.0,105,400,6
106,gene-selection-inference,5,1.0,106,400,4
107,gene-selection-inference,5,1.0,107,400,4
108,gene-selection-inference,5,1.0,108,400,5
109,gene-selection-inference,5,1.0,109,400,5
110,gene-selection-inference,5,1.0,110,400,7
111,gene-selection-inference,5,1.0,111,400,7
112,gene-selection-inference,5,1.0,112,400,8
113,gene-selection-inference,5,1.0,113,400,9
114,gene-selection-inference,5,1.0,114,400,8
115,gene-selection-inference,5,1.0,115,400,7
116,gene-selection-inference,5,1.0,116,400,8
117,gene-selection-inference,5,1.0,117,400,7
118,gene-selection-inference,5,1.0,118,400,12
119,gene-selection-inference,5,1.0,119,400,8
120,gene-selection-inference,5,1.0,120,400,10
121,gene-selection-inference,5,1.0,121,400,13
122,gene-selection-inference,5,1.0,122,400,14
123,gene-selection-inference,5,1.0,123,400,9
124,gene-selection-inference,5,1.0,124,400,9
125,gene-selection-inference,5,1.0,125,400,9
126,gene-selection-inference,5,1.0,126,400,16
127,gene-selection-inference,5,1.0,127,400,15
128,gene-selection-inference,5,1.0,128,400,10
129,gene-selection-inference,5,1.0,129,400,11
130,gene-selection-inference,5,1.0,130,400,11
131,gene-selection-inference,5,1.0,131,400,11
132,gene-selection-inference,5,1.0,132,400,8
133,gene-selection-inference,5,1.0,133,400,7
134,gene-selection-inference,5,1.0,134,400,1
135,gene-selection-inference,5,1.0,135,400,1
136,gene-selection-inference,5,1.0,136,400,1
137,gene-selection-inference,5,1.0,137,400,1
138,gene-selection-inference,5,1.0,138,400,1
139,gene-selection-inference,5,1.0,139,400,1
140,gene-selection-inference,5,1.0,140,400,1
141,gene-selection-inference,5,1.0,141,400,1
142,gene-selection-inference,5,1.0,142,400,1
143,gene-selection-inference,5,1.0,143,400,1
144,gene-selection-inference,5,1.0,144,400,1
145,gene-selection-inference,5,1.0,145,400,1
146,gene-selection-inference,5,1.0,146,400,1
147,gene-selection-inference,5,1.0,147,400,1
148,gene-selection-inference,5,1.0,148,400,1
149,gene-selection-inference,5,1.0,149,400,1
150,gene-selection-inference,5,1.0,150,400,1
151,gene-selection-inference,5,1.0,151,400,1
152,gene-selection-inference,5,1.0,152,400,1
153,gene-selection-inference,5,1.0,153,400,1
154,gene-selection-inference,5,1.0,154,400,1
155,gene-selection-inference,5,1.0,155,400,1
156,gene-selection-inference,5,1.0,156,400,1
157,gene-selection-inference,5,1.0,157,400,1
158,gene-selection-inference,5,1.0,158,400,1
159,gene-selection-inference,5,1.0,159,400,1
160,gene-selection-inference,5,1.0,160,400,1
161,gene-selection-inference,5,1.0,161,400,1
162,gene-selection-inference,5,1.0,162,400,1
163,gene-selection-inference,5,1.0,163,400,1
164,gene-selection-inference,5,1.0,164,400,1
165,gene-selection-inference,5,1.0,165,400,2
166,gene-selection-inference,5,1.0,166,400,2
167,gene-selection-inference,5,1.0,167,400,2
168,gene-selection-inference,5,1.0,168,400,2
169,gene-selection-inference,5,1.0,169,400,2
170,gene-selection-inference,5,1.0,170,400,1
171,gene-selection-inference,5,1.0,171,400,1
172,gene-selection-inference,5,1.0,172,400,1
173,gene-selection-inference,5,1.0,173,400,1
174,gene-selection-inference,5,1.0,174,400,1
175,gene-selection-inference,5,1.0,175,400,1
176,gene-selection-inference,5,1.0,176,400,1
177,gene-selection-inference,5,1.0,177,400,1
178,gene-selection-inference,5,1.0,178,400,1
179,gene-selection-inference,5,1.0,179,400,1
180,gene-selection-inference,5,1.0,180,400,1
181,gene-selection-inference,5,1.0,181,400,1
182,gene-selection-inference,5,1.0,182,400,1
183,gene-selection-inference,5,1.0,183,400,1
184,gene-selection-inference,5,1.0,184,400,1
185,gene-selection-inference,5,1.0,185,400,1
186,gene-selection-inference,5,1.0,186,400,1
187,gene-selection-inference,5,1.0,187,400,0
188,gene-selection-inference,5,1.0,188,400,0
189,gene-selection-inference,5,1.0,189,400,0
190,gene-selection-inference,5,1.0,190,400,0
191,gene-selection-inference,5,1.0,191,400,0
192,gene-selection-inference,5,1.0,192,400,0
193,gene-selection-inference,5,1.0,193,400,0
194,gene-selection-inference,5,1.0,194,400,0
195,gene-selection-inference,5,1.0,195,400,0
196,gene-selection-inference,5,1.0,196,400,0
197,gene-selection-inference,5,1.0,197,400,0
198,gene-selection-inference,5,1.0,198,400,0
199,gene-selection-inference,5,1.0,199,400,0
