,notebook,replicate,fitness-advantage,generation,prevalence,annotation
0,gene-selection-inference,1,0.1,0,0,1
1,gene-selection-inference,1,0.1,1,0,1
2,gene-selection-inference,1,0.1,2,0,1
3,gene-selection-inference,1,0.1,3,0,1
4,gene-selection-inference,1,0.1,4,0,1
5,gene-selection-inference,1,0.1,5,0,1
6,gene-selection-inference,1,0.1,6,0,1
7,gene-selection-inference,1,0.1,7,0,1
8,gene-selection-inference,1,0.1,8,0,1
9,gene-selection-inference,1,0.1,9,0,1
10,gene-selection-inference,1,0.1,10,0,1
11,gene-selection-inference,1,0.1,11,0,1
12,gene-selection-inference,1,0.1,12,0,1
13,gene-selection-inference,1,0.1,13,0,1
14,gene-selection-inference,1,0.1,14,0,1
15,gene-selection-inference,1,0.1,15,0,1
16,gene-selection-inference,1,0.1,16,0,1
17,gene-selection-inference,1,0.1,17,0,1
18,gene-selection-inference,1,0.1,18,0,1
19,gene-selection-inference,1,0.1,19,0,1
20,gene-selection-inference,1,0.1,20,0,1
21,gene-selection-inference,1,0.1,21,0,1
22,gene-selection-inference,1,0.1,22,0,1
23,gene-selection-inference,1,0.1,23,0,1
24,gene-selection-inference,1,0.1,24,0,1
25,gene-selection-inference,1,0.1,25,0,1
26,gene-selection-inference,1,0.1,26,0,1
27,gene-selection-inference,1,0.1,27,0,1
28,gene-selection-inference,1,0.1,28,0,1
29,gene-selection-inference,1,0.1,29,0,1
30,gene-selection-inference,1,0.1,30,0,1
31,gene-selection-inference,1,0.1,31,0,1
32,gene-selection-inference,1,0.1,32,0,1
33,gene-selection-inference,1,0.1,33,0,1
34,gene-selection-inference,1,0.1,34,0,1
35,gene-selection-inference,1,0.1,35,0,1
36,gene-selection-inference,1,0.1,36,0,1
37,gene-selection-inference,1,0.1,37,0,1
38,gene-selection-inference,1,0.1,38,0,1
39,gene-selection-inference,1,0.1,39,0,1
40,gene-selection-inference,1,0.1,40,0,1
41,gene-selection-inference,1,0.1,41,0,1
42,gene-selection-inference,1,0.1,42,0,1
43,gene-selection-inference,1,0.1,43,0,1
44,gene-selection-inference,1,0.1,44,0,1
45,gene-selection-inference,1,0.1,45,0,3
46,gene-selection-inference,1,0.1,46,0,4
47,gene-selection-inference,1,0.1,47,0,4
48,gene-selection-inference,1,0.1,48,0,4
49,gene-selection-inference,1,0.1,49,0,3
50,gene-selection-inference,1,0.1,50,0,4
51,gene-selection-inference,1,0.1,51,1,5
52,gene-selection-inference,1,0.1,52,1,5
53,gene-selection-inference,1,0.1,53,2,6
54,gene-selection-inference,1,0.1,54,1,6
55,gene-selection-inference,1,0.1,55,1,6
56,gene-selection-inference,1,0.1,56,1,7
57,gene-selection-inference,1,0.1,57,0,7
58,gene-selection-inference,1,0.1,58,1,7
59,gene-selection-inference,1,0.1,59,1,7
60,gene-selection-inference,1,0.1,60,0,5
61,gene-selection-inference,1,0.1,61,1,7
62,gene-selection-inference,1,0.1,62,2,9
63,gene-selection-inference,1,0.1,63,1,13
64,gene-selection-inference,1,0.1,64,2,17
65,gene-selection-inference,1,0.1,65,5,20
66,gene-selection-inference,1,0.1,66,5,5
67,gene-selection-inference,1,0.1,67,5,6
68,gene-selection-inference,1,0.1,68,3,4
69,gene-selection-inference,1,0.1,69,4,7
70,gene-selection-inference,1,0.1,70,11,7
71,gene-selection-inference,1,0.1,71,8,7
72,gene-selection-inference,1,0.1,72,11,7
73,gene-selection-inference,1,0.1,73,17,10
74,gene-selection-inference,1,0.1,74,17,11
75,gene-selection-inference,1,0.1,75,25,7
76,gene-selection-inference,1,0.1,76,31,6
77,gene-selection-inference,1,0.1,77,38,6
78,gene-selection-inference,1,0.1,78,63,6
79,gene-selection-inference,1,0.1,79,76,6
80,gene-selection-inference,1,0.1,80,76,7
81,gene-selection-inference,1,0.1,81,81,11
82,gene-selection-inference,1,0.1,82,89,5
83,gene-selection-inference,1,0.1,83,99,4
84,gene-selection-inference,1,0.1,84,101,5
85,gene-selection-inference,1,0.1,85,112,5
86,gene-selection-inference,1,0.1,86,144,5
87,gene-selection-inference,1,0.1,87,180,5
88,gene-selection-inference,1,0.1,88,191,5
89,gene-selection-inference,1,0.1,89,224,6
90,gene-selection-inference,1,0.1,90,218,6
91,gene-selection-inference,1,0.1,91,237,10
92,gene-selection-inference,1,0.1,92,246,7
93,gene-selection-inference,1,0.1,93,264,7
94,gene-selection-inference,1,0.1,94,297,7
95,gene-selection-inference,1,0.1,95,315,8
96,gene-selection-inference,1,0.1,96,317,12
97,gene-selection-inference,1,0.1,97,333,13
98,gene-selection-inference,1,0.1,98,351,10
99,gene-selection-inference,1,0.1,99,358,11
100,gene-selection-inference,1,0.1,100,362,10
101,gene-selection-inference,1,0.1,101,376,2
102,gene-selection-inference,1,0.1,102,378,2
103,gene-selection-inference,1,0.1,103,389,2
104,gene-selection-inference,1,0.1,104,393,2
105,gene-selection-inference,1,0.1,105,396,3
106,gene-selection-inference,1,0.1,106,397,3
107,gene-selection-inference,1,0.1,107,399,3
108,gene-selection-inference,1,0.1,108,400,3
109,gene-selection-inference,1,0.1,109,400,3
110,gene-selection-inference,1,0.1,110,400,3
111,gene-selection-inference,1,0.1,111,400,4
112,gene-selection-inference,1,0.1,112,400,4
113,gene-selection-inference,1,0.1,113,400,4
114,gene-selection-inference,1,0.1,114,400,6
115,gene-selection-inference,1,0.1,115,400,6
116,gene-selection-inference,1,0.1,116,400,10
117,gene-selection-inference,1,0.1,117,400,12
118,gene-selection-inference,1,0.1,118,400,12
119,gene-selection-inference,1,0.1,119,400,14
120,gene-selection-inference,1,0.1,120,400,14
121,gene-selection-inference,1,0.1,121,400,13
122,gene-selection-inference,1,0.1,122,400,14
123,gene-selection-inference,1,0.1,123,400,11
124,gene-selection-inference,1,0.1,124,400,16
125,gene-selection-inference,1,0.1,125,400,16
126,gene-selection-inference,1,0.1,126,400,3
127,gene-selection-inference,1,0.1,127,400,4
128,gene-selection-inference,1,0.1,128,400,5
129,gene-selection-inference,1,0.1,129,400,5
130,gene-selection-inference,1,0.1,130,400,4
131,gene-selection-inference,1,0.1,131,400,4
132,gene-selection-inference,1,0.1,132,400,6
