,notebook,replicate,fitness-advantage,generation,prevalence,annotation
0,gene-selection-inference,4,1.0,0,0,2
1,gene-selection-inference,4,1.0,1,0,2
2,gene-selection-inference,4,1.0,2,0,1
3,gene-selection-inference,4,1.0,3,0,1
4,gene-selection-inference,4,1.0,4,0,1
5,gene-selection-inference,4,1.0,5,0,1
6,gene-selection-inference,4,1.0,6,0,1
7,gene-selection-inference,4,1.0,7,0,2
8,gene-selection-inference,4,1.0,8,0,2
9,gene-selection-inference,4,1.0,9,0,2
10,gene-selection-inference,4,1.0,10,0,2
11,gene-selection-inference,4,1.0,11,0,3
12,gene-selection-inference,4,1.0,12,0,3
13,gene-selection-inference,4,1.0,13,0,4
14,gene-selection-inference,4,1.0,14,0,4
15,gene-selection-inference,4,1.0,15,0,6
16,gene-selection-inference,4,1.0,16,0,5
17,gene-selection-inference,4,1.0,17,0,7
18,gene-selection-inference,4,1.0,18,0,7
19,gene-selection-inference,4,1.0,19,0,7
20,gene-selection-inference,4,1.0,20,0,8
21,gene-selection-inference,4,1.0,21,0,8
22,gene-selection-inference,4,1.0,22,0,6
23,gene-selection-inference,4,1.0,23,0,9
24,gene-selection-inference,4,1.0,24,0,9
25,gene-selection-inference,4,1.0,25,0,12
26,gene-selection-inference,4,1.0,26,0,9
27,gene-selection-inference,4,1.0,27,0,12
28,gene-selection-inference,4,1.0,28,0,6
29,gene-selection-inference,4,1.0,29,0,5
30,gene-selection-inference,4,1.0,30,0,5
31,gene-selection-inference,4,1.0,31,0,5
32,gene-selection-inference,4,1.0,32,0,5
33,gene-selection-inference,4,1.0,33,0,3
34,gene-selection-inference,4,1.0,34,0,3
35,gene-selection-inference,4,1.0,35,0,4
36,gene-selection-inference,4,1.0,36,0,4
37,gene-selection-inference,4,1.0,37,0,1
38,gene-selection-inference,4,1.0,38,0,1
39,gene-selection-inference,4,1.0,39,0,1
40,gene-selection-inference,4,1.0,40,0,1
41,gene-selection-inference,4,1.0,41,0,4
42,gene-selection-inference,4,1.0,42,0,8
43,gene-selection-inference,4,1.0,43,0,14
44,gene-selection-inference,4,1.0,44,0,25
45,gene-selection-inference,4,1.0,45,0,42
46,gene-selection-inference,4,1.0,46,0,57
47,gene-selection-inference,4,1.0,47,0,61
48,gene-selection-inference,4,1.0,48,0,64
49,gene-selection-inference,4,1.0,49,0,64
50,gene-selection-inference,4,1.0,50,0,63
51,gene-selection-inference,4,1.0,51,1,63
52,gene-selection-inference,4,1.0,52,1,61
53,gene-selection-inference,4,1.0,53,2,64
54,gene-selection-inference,4,1.0,54,4,63
55,gene-selection-inference,4,1.0,55,12,63
56,gene-selection-inference,4,1.0,56,20,33
57,gene-selection-inference,4,1.0,57,42,30
58,gene-selection-inference,4,1.0,58,77,20
59,gene-selection-inference,4,1.0,59,153,13
60,gene-selection-inference,4,1.0,60,248,8
61,gene-selection-inference,4,1.0,61,349,1
62,gene-selection-inference,4,1.0,62,393,1
63,gene-selection-inference,4,1.0,63,400,1
64,gene-selection-inference,4,1.0,64,400,1
65,gene-selection-inference,4,1.0,65,400,1
66,gene-selection-inference,4,1.0,66,400,1
67,gene-selection-inference,4,1.0,67,400,1
68,gene-selection-inference,4,1.0,68,400,1
69,gene-selection-inference,4,1.0,69,400,1
70,gene-selection-inference,4,1.0,70,400,1
71,gene-selection-inference,4,1.0,71,400,2
72,gene-selection-inference,4,1.0,72,400,2
73,gene-selection-inference,4,1.0,73,400,2
74,gene-selection-inference,4,1.0,74,400,2
75,gene-selection-inference,4,1.0,75,400,2
76,gene-selection-inference,4,1.0,76,400,2
77,gene-selection-inference,4,1.0,77,400,3
78,gene-selection-inference,4,1.0,78,400,3
79,gene-selection-inference,4,1.0,79,400,3
80,gene-selection-inference,4,1.0,80,400,5
81,gene-selection-inference,4,1.0,81,400,6
82,gene-selection-inference,4,1.0,82,400,7
83,gene-selection-inference,4,1.0,83,400,7
84,gene-selection-inference,4,1.0,84,400,8
85,gene-selection-inference,4,1.0,85,400,8
86,gene-selection-inference,4,1.0,86,400,7
87,gene-selection-inference,4,1.0,87,400,9
88,gene-selection-inference,4,1.0,88,400,8
89,gene-selection-inference,4,1.0,89,400,8
90,gene-selection-inference,4,1.0,90,400,8
91,gene-selection-inference,4,1.0,91,400,11
92,gene-selection-inference,4,1.0,92,400,9
93,gene-selection-inference,4,1.0,93,400,8
94,gene-selection-inference,4,1.0,94,400,12
95,gene-selection-inference,4,1.0,95,400,4
96,gene-selection-inference,4,1.0,96,400,1
97,gene-selection-inference,4,1.0,97,400,1
98,gene-selection-inference,4,1.0,98,400,1
99,gene-selection-inference,4,1.0,99,400,1
100,gene-selection-inference,4,1.0,100,400,1
101,gene-selection-inference,4,1.0,101,400,1
102,gene-selection-inference,4,1.0,102,400,1
103,gene-selection-inference,4,1.0,103,400,1
104,gene-selection-inference,4,1.0,104,400,1
105,gene-selection-inference,4,1.0,105,400,1
106,gene-selection-inference,4,1.0,106,400,1
107,gene-selection-inference,4,1.0,107,400,1
108,gene-selection-inference,4,1.0,108,400,1
109,gene-selection-inference,4,1.0,109,400,1
110,gene-selection-inference,4,1.0,110,400,1
111,gene-selection-inference,4,1.0,111,400,1
112,gene-selection-inference,4,1.0,112,400,1
113,gene-selection-inference,4,1.0,113,400,1
114,gene-selection-inference,4,1.0,114,400,1
115,gene-selection-inference,4,1.0,115,400,1
116,gene-selection-inference,4,1.0,116,400,1
117,gene-selection-inference,4,1.0,117,400,1
118,gene-selection-inference,4,1.0,118,400,1
119,gene-selection-inference,4,1.0,119,400,1
120,gene-selection-inference,4,1.0,120,400,1
121,gene-selection-inference,4,1.0,121,400,1
122,gene-selection-inference,4,1.0,122,400,1
123,gene-selection-inference,4,1.0,123,400,2
124,gene-selection-inference,4,1.0,124,400,2
125,gene-selection-inference,4,1.0,125,400,2
126,gene-selection-inference,4,1.0,126,400,2
127,gene-selection-inference,4,1.0,127,400,2
128,gene-selection-inference,4,1.0,128,400,2
129,gene-selection-inference,4,1.0,129,400,3
130,gene-selection-inference,4,1.0,130,400,3
131,gene-selection-inference,4,1.0,131,400,3
132,gene-selection-inference,4,1.0,132,400,3
133,gene-selection-inference,4,1.0,133,400,3
134,gene-selection-inference,4,1.0,134,400,3
135,gene-selection-inference,4,1.0,135,400,5
136,gene-selection-inference,4,1.0,136,400,5
137,gene-selection-inference,4,1.0,137,400,5
138,gene-selection-inference,4,1.0,138,400,6
139,gene-selection-inference,4,1.0,139,400,5
140,gene-selection-inference,4,1.0,140,400,7
141,gene-selection-inference,4,1.0,141,400,8
142,gene-selection-inference,4,1.0,142,400,8
143,gene-selection-inference,4,1.0,143,400,8
144,gene-selection-inference,4,1.0,144,400,1
145,gene-selection-inference,4,1.0,145,400,1
146,gene-selection-inference,4,1.0,146,400,1
147,gene-selection-inference,4,1.0,147,400,1
148,gene-selection-inference,4,1.0,148,400,2
149,gene-selection-inference,4,1.0,149,400,2
150,gene-selection-inference,4,1.0,150,400,2
151,gene-selection-inference,4,1.0,151,400,3
152,gene-selection-inference,4,1.0,152,400,4
153,gene-selection-inference,4,1.0,153,400,3
154,gene-selection-inference,4,1.0,154,400,3
155,gene-selection-inference,4,1.0,155,400,3
156,gene-selection-inference,4,1.0,156,400,3
157,gene-selection-inference,4,1.0,157,400,3
158,gene-selection-inference,4,1.0,158,400,3
159,gene-selection-inference,4,1.0,159,400,3
160,gene-selection-inference,4,1.0,160,400,2
161,gene-selection-inference,4,1.0,161,400,2
162,gene-selection-inference,4,1.0,162,400,2
163,gene-selection-inference,4,1.0,163,400,2
164,gene-selection-inference,4,1.0,164,400,1
165,gene-selection-inference,4,1.0,165,400,2
166,gene-selection-inference,4,1.0,166,400,1
167,gene-selection-inference,4,1.0,167,400,1
168,gene-selection-inference,4,1.0,168,400,2
169,gene-selection-inference,4,1.0,169,400,3
170,gene-selection-inference,4,1.0,170,400,3
171,gene-selection-inference,4,1.0,171,400,3
172,gene-selection-inference,4,1.0,172,400,2
173,gene-selection-inference,4,1.0,173,400,2
174,gene-selection-inference,4,1.0,174,400,2
175,gene-selection-inference,4,1.0,175,400,2
176,gene-selection-inference,4,1.0,176,400,2
